CNTR_ID,class,distur_1,area_ha
HU,2,0,0.0207797782350451
HU,2,0,0.0055204985466313
HU,2,1,0.3305232959711192
HU,2,2,6.719228036227484
HU,5,0,0.0299098501611243
HU,6,2,0.0697896503771966
IE,-999,0,9.131502813980951
IE,0,-1,477582.9863499116
IE,0,-1,3851286.0633484665
IE,0,-1,380332.4971218701
IE,0,-1,368816.2280592175
IE,1,0,6095.925246923272
IE,1,0,206.06701692466635
IE,1,0,74.7374721356613
IE,1,1,7685.302133845261
IE,1,1,309.6722368303278
IE,1,1,121.03503845748357
IE,1,2,0.0048977297928732
IE,1,2,29257.00720570081
IE,1,2,701.9772540452353
IE,1,2,85.29741186026996
IE,2,0,0.0019045800536909
IE,2,0,1094361.1123047017
IE,2,0,15323.563718895895
IE,2,0,3804.403717813536
IE,2,1,252835.82128255945
IE,2,1,10538.053465931916
IE,2,1,637.2128588404905
IE,2,2,0.0350924876463767
IE,2,2,1117925.2178662373
IE,2,2,29162.50834442882
IE,2,2,588.4999468781195
IE,3,0,3482.0465869555064
IE,3,0,40.8247937345058
IE,3,0,3.793990618895777
IE,3,1,3208.5720438866565
IE,3,1,73.59342615039849
IE,3,1,7.681602549185972
IE,3,2,0.0068226818098833
IE,3,2,16614.378025119226
IE,3,2,147.54479903817932
IE,3,2,9.176596377780536
IE,4,0,0.0009236578802189
IE,4,0,1.2044006262176872
IE,4,1,11.664254712665938
IE,4,1,0.0106844430151099
IE,4,2,34.7282645396862
IE,4,2,0.3174216088803643
IE,4,2,0.1706820919851466
IE,5,0,9846.871635837178
IE,5,0,85443.96744737896
IE,5,0,35.37462602967732
IE,5,0,86.81460098316042
IE,5,1,39845.97417441688
IE,5,1,40.40526709197461
IE,5,1,141.8240933650746
IE,5,2,9050.32507618634
IE,5,2,94.55790573973523
IE,5,2,71.31244588311475
IE,6,0,0.0034400468238242
IE,6,0,19345.561303943006
IE,6,0,309.52773996191223
IE,6,0,22.263376440790125
IE,6,1,1550.5515767619474
IE,6,1,29.97729776430103
IE,6,1,1.9517845858901488
IE,6,2,2624.4562283745986
IE,6,2,45.13758939550479
IE,6,2,1.4912781845490926
IE,7,0,628.0010048995766
IE,7,0,100.32736421747786
IS,-999,0,28685.195861311677
IS,-999,0,32.400203626677424
IS,-999,0,0.6398549693914061
IS,0,-1,624312.4088750603
IS,0,-1,6898216.014075624
IS,0,-1,21410.772008636617
IS,0,-1,8944.731453172602
IS,1,0,0.009523282694657
IS,1,0,128551.5075203228
IS,1,0,74.09060424383456
IS,1,0,16.417505267988755
IS,1,1,0.004581234774771
IS,1,1,20643.93687830138
IS,1,1,30.069450601698183
IS,1,1,8.100753486249795
IS,1,2,0.0094303753018761
IS,1,2,22803.833883931027
IS,1,2,25.22146311886573
IS,1,2,8.01603553161054
IS,2,0,0.0062869168678685
IS,2,0,30729.28047740497
IS,2,0,6.708900077932668
IS,2,0,0.0561560845158496
IS,2,1,1806.35657683628
IS,2,1,1.4119581937632033
IS,2,2,2286.3931130488204
IS,2,2,0.6502779058854993
IS,3,0,1.33472881010445
IS,3,0,24063.911784858345
IS,3,0,22.968594690879875
IS,3,0,0.8838172767625713
IS,3,1,3208.455153535733
IS,3,1,3.488850569474411
IS,3,1,0.3251818230824022
IS,3,2,0.0005628556270437
IS,3,2,5230.506050771482
IS,3,2,5.591876933474516
IS,3,2,0.112014725770351
IS,4,0,56.243869658447046
IS,4,0,937.204426018455
IS,4,1,72.57791280897322
IS,4,2,2.735428052532615
IS,5,0,13532.079992320036
IS,5,0,118816.71447714337
IS,5,0,9.904625103852986
IS,5,0,3.800624567134581
IS,5,1,9200.091006485354
IS,5,1,1.1239132312265208
IS,5,1,4.982193884079947
IS,5,2,3447.547359927071
IS,5,2,5.075637580518402
IS,5,2,1.9761477591439105
IS,6,0,0.0222572486054135
IS,6,0,3058019.31676419
IS,6,0,5332.850487717135
IS,6,0,898.1938723369349
IS,6,1,0.0137662396331928
IS,6,1,56581.927204691885
IS,6,1,288.450457173004
IS,6,1,57.38708690870593
IS,6,2,0.0087254529506285
IS,6,2,37190.22757866891
IS,6,2,131.31825878583797
IS,6,2,38.78030769033405
IS,7,0,6382.103077621823
IT,0,-1,1031664.4518251003
IT,0,-1,18451982.150993407
IT,0,-1,9499276.51385696
IT,0,-1,1344168.6862135225
IT,1,0,0.0015766869354714
IT,1,0,3982.8169378229536
IT,1,0,254.87879937204
IT,1,0,53.405964789264
IT,1,1,0.0070744697246103
IT,1,1,2547.8097075087785
IT,1,1,225.6638565950724
IT,1,1,30.925622749738995
IT,1,2,0.0015766869353978
IT,1,2,7935.185952583706
IT,1,2,727.7458021448194
IT,1,2,46.1243459271344
IT,2,0,32.39235442853744
IT,2,0,16.935390561857794
IT,2,0,1.934311019716762
IT,2,1,7.171220353409195
IT,2,1,1.5084832906036203
IT,2,1,0.146341279489984
IT,2,2,81.12036687241199
IT,2,2,3.3373481174626125
IT,2,2,0.35413433816024
IT,3,0,1.2631999924643558
IT,3,0,28956.54200263331
IT,3,0,1283.208686418007
IT,3,0,740.5273946312731
IT,3,1,0.0038385331576436
IT,3,1,11084.78540351926
IT,3,1,942.536410482995
IT,3,1,339.28290292012167
IT,3,2,0.0075581656154938
IT,3,2,18397.15002102359
IT,3,2,1702.2363433971675
IT,3,2,380.836741879374
IT,4,0,65.99738652374442
IT,4,0,18241.2209770758
IT,4,0,10.866605297310509
IT,4,0,24.070162167957047
IT,4,1,0.0080059507896531
IT,4,1,10682.9114030951
IT,4,1,9.359709124605049
IT,4,1,15.288248098320024
IT,4,2,4388.874629854479
IT,4,2,25.17156749594561
IT,4,2,21.50899475765984
IT,5,0,1955.585956197435
IT,5,0,30928.49589041669
IT,5,0,43.24677277153921
IT,5,0,52.35053892836438
IT,5,1,0.0031533738707957
IT,5,1,4969.836111982298
IT,5,1,15.591152892823589
IT,5,1,19.59970454223873
IT,5,2,630.325028419717
IT,5,2,16.523761558124114
IT,5,2,29.53268935726268
IT,6,0,0.0281276190730314
IT,6,0,387893.5632011528
IT,6,0,155675.59968105436
IT,6,0,185859.08078820555
IT,6,1,14008.943078144945
IT,6,1,15990.476684197078
IT,6,1,12861.858418588594
IT,6,2,106382.56154578102
IT,6,2,19956.3048268872
IT,6,2,3097.4946134707625
LI,0,-1,4.939648842157588
LI,0,-1,7302.656978282037
LI,0,-1,2630.4211356160263
LI,0,-1,4073.503401626476
LI,1,0,9.7164345295922
LI,1,0,0.2538031291264849
LI,1,0,0.0039720879050191
LI,1,1,23.26774993015901
LI,1,1,1.241362109146943
LI,1,1,0.0004708855562063
LI,1,2,11.34241358378843
LI,1,2,0.2228577949881661
LI,1,2,0.0033266674984126
LI,2,0,0.0165945460627003
LI,2,1,0.2027443551215127
LI,2,2,0.0299098501611243
LI,6,0,1033.7485119066612
LI,6,0,118.23305610514744
LI,6,0,461.0129471699066
LI,6,1,0.0036726772792658
LI,6,1,41.907737012705226
LI,6,1,15.919526010817918
LI,6,1,8.757443316987645
LI,6,2,0.0056273270304431
LI,6,2,253.3057087852389
LI,6,2,9.84386337921736
LI,6,2,2.0561129538828697
LT,0,-1,143065.3671101562
LT,0,-1,4072372.237098051
LT,0,-1,1257882.430434682
LT,0,-1,1067448.7151039909
LT,1,0,787.0065696215778
LT,1,0,16203.003516388111
LT,1,0,951.067725512456
LT,1,0,265.4724307074222
LT,1,1,73.82871454470292
LT,1,1,10975.227046236969
LT,1,1,576.6784774914518
LT,1,1,65.4068457504399
LT,1,2,165.987484122791
LT,1,2,53439.64036181665
LT,1,2,1046.2522186406304
LT,1,2,62.98729179616153
LT,2,0,313.1350973641308
LT,2,0,21246.57654947977
LT,2,0,894.8088129216842
LT,2,0,2680.7797009913024
LT,2,1,12.05471276414126
LT,2,1,1796.4072449520793
LT,2,1,65.88899434460366
LT,2,1,60.44059809680184
LT,2,2,22.96655444133815
LT,2,2,20412.97064161848
LT,2,2,90.2224089394718
LT,2,2,43.30575840775145
LT,3,0,3.4894825188244942
LT,3,0,41.1443885061717
LT,3,0,0.1711830926433014
LT,3,0,0.483327729472423
LT,3,1,2.3798533572839293
LT,3,1,0.214679260359158
LT,3,1,0.015253414509868
LT,3,2,0.0023660006547507
LT,3,2,69.69022952912556
LT,3,2,0.0384132532469441
LT,4,2,0.2691886514515136
LT,5,0,6.273043404941598
LT,5,0,4633.064581412398
LT,5,0,0.552953392702495
LT,5,0,0.4883653392345818
LT,5,1,137.5615489105265
LT,5,1,0.0707437809079046
LT,5,1,0.2149019488140507
LT,5,2,13.861994795275182
LT,5,2,0.0224143606424007
LT,5,2,0.0253558331320472
LT,6,0,0.4586177024736725
LT,6,0,1.5002819793711717
LT,6,0,0.1024619374625965
LT,6,0,0.0522677920937114
LT,6,1,0.1351047170130304
LT,6,1,0.039660653341776
LT,6,2,0.5805891760368381
LU,0,-1,12.44478494955075
LU,0,-1,160143.79145872736
LU,0,-1,77869.1907380017
LU,0,-1,21464.34288910844
LU,1,0,1.110131508587164
LU,1,0,0.0229357796876236
LU,1,1,0.0219645513376304
LU,1,1,0.0260450358122915
LU,1,1,0.0014945419647868
LU,1,2,6.234474176690093
LU,1,2,0.0493173974700099
LU,1,2,0.00780122546963
LU,2,0,0.9161889950859664
LU,2,0,0.6293941876580523
LU,2,0,0.0279643672273511
LU,2,1,1.7921869351139044
LU,2,1,0.7265756764660787
LU,2,1,0.0266679531610762
LU,2,2,40.7937799422083
LU,2,2,0.7762154463926325
LU,2,2,0.016230593036761
LU,6,0,5.042525059899031
LU,6,0,6.592618070767747
LU,6,0,0.2953328276152144
LU,6,1,9.897148112580147
LU,6,1,6.027053218513274
LU,6,1,0.1802926203580643
LU,6,2,22.5047097628142
LU,6,2,4.721283840918354
LV,0,-1,151894.07583553475
LV,0,-1,2828175.968554327
LV,0,-1,1872474.5928045064
LV,0,-1,1481448.856040966
LV,1,0,105.911173805584
LV,1,0,31495.92322655605
LV,1,0,3322.1333539297484
LV,1,0,638.94468522697
LV,1,1,29.08471886021677
LV,1,1,10852.524871769196
LV,1,1,1105.3086849174476
LV,1,1,115.3227242885118
LV,1,2,42.03568895927254
LV,1,2,47615.76958570733
LV,1,2,2081.1075486837094
LV,1,2,95.8976518925558
LV,2,0,969.5718087920524
LV,2,0,101216.022091234
LV,2,0,5337.064403160697
LV,2,0,28401.16516512551
LV,2,1,53.333606804846994
LV,2,1,4368.103308492582
LV,2,1,298.39167742461126
LV,2,1,427.5368125975485
LV,2,2,32.13290381330883
LV,2,2,62206.03201308641
LV,2,2,333.49704553688326
LV,2,2,59.499342966953016
LV,3,0,77.01498511610022
LV,3,0,0.0392432993085567
LV,3,0,0.0266818024068679
LV,3,1,45.34498357985783
LV,3,1,0.2680560513484642
LV,3,1,0.0317479793149611
LV,3,2,435.0204155937954
LV,3,2,1.4384023791356555
LV,3,2,0.0222024900998861
LV,4,0,8.99053423029338
LV,4,0,0.0065115330952041
LV,4,0,0.0121971873945057
LV,4,1,20.13582795851737
LV,4,1,0.0177146751068865
LV,4,1,0.0781260410383989
LV,4,2,8.971237254947539
LV,4,2,0.020738368222002
LV,5,0,53.69601199812389
LV,5,0,327.69556662955404
LV,5,0,0.0853129293556845
LV,5,1,54.806844835464304
LV,5,1,0.1481609466890033
LV,5,1,0.0133758868655248
LV,5,2,8.252672626641747
LV,5,2,0.1664696211126295
LV,5,2,0.0768740524393611
LV,6,0,0.0712531679863782
LV,6,1,0.4147158710921837
LV,6,1,0.0088099585845653
LV,6,2,0.5387032826557757
LV,6,2,0.0044350066288868
ME,0,-1,19869.61828178223
ME,0,-1,631281.1650600658
ME,0,-1,605874.2074027736
ME,0,-1,143036.55502123636
ME,1,0,9202.051141938477
ME,1,0,630.0013148551176
ME,1,0,363.7209025426317
ME,1,1,744.3248441384791
ME,1,1,148.53807475098716
ME,1,1,36.27730633989748
ME,1,2,1364.7573616756415
ME,1,2,519.0730554814897
ME,1,2,18.695722677535112
ME,2,0,5.43083464295294
ME,2,0,0.1598020701163168
ME,2,0,0.1390532636997461
ME,2,1,0.0398798002160723
ME,2,2,0.1395793007553232
ME,3,0,182.11396380900237
ME,3,0,18.609115190536016
ME,3,0,12.837324796138835
ME,3,1,62.76339507345259
ME,3,1,13.049331522195294
ME,3,1,3.885923007273021
ME,3,2,112.8270761050664
ME,3,2,30.170775412856575
ME,3,2,1.2908677315487076
ME,4,0,1287.5894072328122
ME,4,0,0.1662551847751734
ME,4,0,0.0643664984355246
ME,4,1,268.30959729329294
ME,4,1,0.2826050915520445
ME,4,1,0.1227472784030051
ME,4,2,41.30963992408858
ME,4,2,0.5017230385770317
ME,4,2,0.5028214569795728
ME,5,0,1.0269048555475886
ME,5,0,450.4250171711869
ME,5,0,1.123235419720786
ME,5,0,2.322213579611544
ME,5,1,136.91809709726812
ME,5,1,0.071573475293642
ME,5,1,0.181316803779679
ME,5,2,17.334482134447985
ME,5,2,0.1569715288861584
ME,5,2,0.4804707734850331
ME,6,0,3373.611891722036
ME,6,0,598.0208619636791
ME,6,0,247.37599538630732
ME,6,1,17.20921942790368
ME,6,1,7.18197040709992
ME,6,1,2.448096849803185
ME,6,2,18.479650067355323
ME,6,2,7.204202335368238
ME,6,2,2.2463235856782657
MK,0,-1,30.459625089589103
MK,0,-1,1319027.6438504944
MK,0,-1,1146255.0774391391
MK,0,-1,69318.37247281463
MK,1,0,967.199830150531
MK,1,0,10.510684668253424
MK,1,0,12.951454422143748
MK,1,1,0.0017023989559909
MK,1,1,628.2383840219686
MK,1,1,30.9782442052025
MK,1,1,8.101490830822625
MK,1,2,1057.396248119082
MK,1,2,74.95099883250838
MK,1,2,6.468668720645882
MK,2,0,1.5951920086149949
MK,2,1,0.3371262085724913
MK,2,1,0.000360592320668
MK,2,2,0.0114614509863142
MK,6,0,0.0034922171502883
MK,6,0,5499.661555763655
MK,6,0,227.38315308335507
MK,6,0,206.55600000524464
MK,6,1,2.5582358965650576
MK,6,1,0.1129328437426081
MK,6,2,4.5088219299658885
MK,6,2,0.9719825257571018
MK,6,2,0.0199399001080361
NL,0,-1,115239.1778233619
NL,0,-1,3129039.0524395867
NL,0,-1,277731.321310086
NL,0,-1,145538.64408898188
NL,1,0,20393.400545147048
NL,1,0,1464.0910913795765
NL,1,0,113.47350820524758
NL,1,1,10384.229948446902
NL,1,1,571.7762011333085
NL,1,1,60.08822887864061
NL,1,2,0.0204745396928346
NL,1,2,82166.49463325247
NL,1,2,1497.7921107358202
NL,1,2,131.63962556736274
NL,2,0,0.0118330430405932
NL,2,0,6138.178937611485
NL,2,0,138.2939211389774
NL,2,0,13.9484266235287
NL,2,1,1422.382241945216
NL,2,1,48.55741978895652
NL,2,1,2.803810625345853
NL,2,2,4500.352680865245
NL,2,2,25.2636893394883
NL,2,2,3.5979720512148115
NL,3,0,16056.898183638894
NL,3,0,307.6418574468583
NL,3,0,38.12116938328575
NL,3,1,4089.413735442333
NL,3,1,70.67361248972463
NL,3,1,20.164904395289184
NL,3,2,0.0146487641820973
NL,3,2,31013.832604624928
NL,3,2,177.32696655652646
NL,3,2,18.75668800779489
NL,4,0,10.650697845373756
NL,4,0,0.0164270319132273
NL,4,0,0.0176422917495074
NL,4,1,6.441970912499116
NL,4,1,0.0151222290047509
NL,4,2,4.947578770844483
NL,4,2,0.0249975288927831
NL,4,2,0.0030489154782312
NL,5,0,8860.131738254604
NL,5,0,74496.48085699292
NL,5,0,28.66640540031953
NL,5,0,9.127358584503426
NL,5,1,6986.201569036366
NL,5,1,12.896419314773327
NL,5,1,3.839024340960213
NL,5,2,0.0070004450635229
NL,5,2,2001.4585673485683
NL,5,2,16.960608601304767
NL,5,2,1.3648649005698734
NL,6,0,0.0027953001803782
NL,6,0,13315.14725836378
NL,6,0,96.36478533499682
NL,6,0,5.674556519493822
NL,6,1,1335.5838511342956
NL,6,1,22.395503200319645
NL,6,1,1.0363316475157
NL,6,2,394.1500819852259
NL,6,2,8.279809031650487
NL,6,2,0.52923369967511
NO,0,-1,3299072.463954754
NO,0,-1,14318284.386433048
NO,0,-1,5061470.283606403
NO,0,-1,5529003.564621728
NO,1,0,232.9749381331904
NO,1,0,8998.417309912367
NO,1,0,278.88467744928016
NO,1,0,624.0378557717373
NO,1,1,899.7265980645102
NO,1,1,33.6489654792491
NO,1,1,31.9338403452098
NO,1,2,1643.7774182587498
NO,1,2,81.42148408603431
NO,1,2,32.089571939174654
NO,2,0,624.415769830452
NO,2,0,983691.9120246408
NO,2,0,143113.2431415674
NO,2,0,16421.5248789595
NO,2,1,27780.872632772716
NO,2,1,3396.883955119252
NO,2,1,546.8392039387576
NO,2,2,68105.54157916996
NO,2,2,3998.089514229372
NO,2,2,618.5363642956986
NO,3,0,0.0097704990360649
NO,3,0,6247.0002528227415
NO,3,0,480.13180021507617
NO,3,0,152.55294508584873
NO,3,1,1503.2705738395073
NO,3,1,49.93194434041715
NO,3,1,32.40361876943023
NO,3,2,2620.273469466705
NO,3,2,211.11664676341988
NO,3,2,39.74390925770617
NO,4,0,472.8196506350102
NO,4,0,4.323773311272412
NO,4,0,13.374397603765946
NO,4,1,683.116767964667
NO,4,1,0.728846363791832
NO,4,1,2.1209075569543527
NO,4,2,100.24749197863046
NO,4,2,0.6589623927253034
NO,4,2,2.195345963726058
NO,5,0,1048.3587352663028
NO,5,0,264952.69180361903
NO,5,0,9672.526334831427
NO,5,0,8182.127390132326
NO,5,1,48788.04738757563
NO,5,1,1238.2784094477213
NO,5,1,892.7205436778354
NO,5,2,21378.778320849982
NO,5,2,3810.798654487849
NO,5,2,1273.1038871739645
NO,6,0,528.475150929628
NO,6,0,5979033.475633241
NO,6,0,1039959.6840834311
NO,6,0,87290.28953332857
NO,6,1,50336.38928265001
NO,6,1,21468.58170338537
NO,6,1,3369.168344311549
NO,6,2,146169.21523354933
NO,6,2,19702.32313193181
NO,6,2,1766.7768645475544
PL,0,-1,254102.43860460125
PL,0,-1,19842654.948871862
PL,0,-1,4622587.428486324
PL,0,-1,6294023.258464824
PL,1,0,655.8276704582398
PL,1,0,71149.86551805882
PL,1,0,6111.2295843798665
PL,1,0,916.6037813873244
PL,1,1,129.18780820214593
PL,1,1,40693.13689168551
PL,1,1,4180.349543658388
PL,1,1,328.8436331332396
PL,1,2,393.4784480655254
PL,1,2,356991.9004562704
PL,1,2,14828.423867299469
PL,1,2,530.9806420293751
PL,2,0,6.000049401351095
PL,2,0,1966.0514151521395
PL,2,0,65.33959586427301
PL,2,0,398.0929395568913
PL,2,1,0.6787022964720737
PL,2,1,319.83165074632734
PL,2,1,14.331760167934172
PL,2,1,21.92364612772538
PL,2,2,2.7191117344863485
PL,2,2,3230.6098366662827
PL,2,2,54.12258946440608
PL,2,2,11.089292044994757
PL,3,0,4.3748311115295975
PL,3,0,50.96968339645873
PL,3,0,0.319452761961365
PL,3,0,0.229946905491665
PL,3,1,19.79947301210621
PL,3,1,0.0980282353417719
PL,3,1,0.125607407004132
PL,3,2,298.44780260112213
PL,3,2,1.1684123078161708
PL,3,2,0.5802203752041885
PL,4,0,4.390360719410028
PL,4,0,0.0007528423224208
PL,4,1,0.8506611041384448
PL,4,2,0.1530323160860288
PL,5,0,25.22542773188361
PL,5,0,1953.0759145904572
PL,5,0,0.8829139118669987
PL,5,0,0.2910476369511146
PL,5,1,371.6571201956028
PL,5,1,0.7938709017347962
PL,5,1,0.162644176898754
PL,5,2,66.99334709697077
PL,5,2,0.6243558366828248
PL,5,2,0.1420532624453688
PL,6,0,23.54514221408778
PL,6,0,7123.031674498728
PL,6,0,971.9734490276164
PL,6,0,2388.026079328191
PL,6,1,1.537035589770308
PL,6,1,217.81719979690035
PL,6,1,55.60259226032648
PL,6,1,71.27390519588158
PL,6,2,12.105625924131576
PL,6,2,2097.926125363786
PL,6,2,84.64693134380808
PL,6,2,25.67830373360921
PT,0,-1,155617.4422214813
PT,0,-1,5688395.958578926
PT,0,-1,2497959.726180605
PT,0,-1,410600.3866224228
PT,1,0,671.9444730817482
PT,1,0,18.831652970837823
PT,1,0,9.083110598931665
PT,1,1,1278.540487139788
PT,1,1,23.902040700465065
PT,1,1,3.3012850544094805
PT,1,2,2157.706294322631
PT,1,2,128.1026894697788
PT,1,2,18.253522713420693
PT,2,0,4.080289981627955
PT,2,0,2.4226911774998383
PT,2,0,0.3525339385566469
PT,2,1,2.047342551951563
PT,2,1,0.2909275561344548
PT,2,1,0.0054074608709642
PT,2,2,10.33926105192654
PT,2,2,0.3867107893577913
PT,2,2,0.0098940851342872
PT,3,0,0.4685876525290856
PT,3,0,14960.961971269551
PT,3,0,476.6919226769919
PT,3,0,142.11581597037434
PT,3,1,0.0022651593627992
PT,3,1,4617.881985453211
PT,3,1,162.84403988703582
PT,3,1,47.01368949900365
PT,3,2,3985.6165967402376
PT,3,2,431.0816530003248
PT,3,2,60.28991209619216
PT,4,0,84.23618253103199
PT,4,0,13295.451579531358
PT,4,0,3.081180421990466
PT,4,0,3.896705878133211
PT,4,1,5500.169415473932
PT,4,1,5.899248025140753
PT,4,1,3.757844919802961
PT,4,2,1887.964728779252
PT,4,2,6.51650849817562
PT,4,2,8.396521695360848
PT,5,0,642.8130773923854
PT,5,0,13678.219016423029
PT,5,0,0.0697896503776615
PT,5,0,0.2180488661293173
PT,5,1,1308.0984747769223
PT,5,1,0.0383438164744069
PT,5,2,105.0893553461155
PT,6,0,0.0075195526312362
PT,6,0,177191.89885764488
PT,6,0,14146.739151921753
PT,6,0,2811.934438346509
PT,6,1,1.4996595377304923e-06
PT,6,1,40539.2689479672
PT,6,1,4753.427775901033
PT,6,1,806.7792118157142
PT,6,2,32855.57138913787
PT,6,2,2680.8378460710164
PT,6,2,302.85923831525207
RO,0,-1,206495.50743131028
RO,0,-1,13744954.767596511
RO,0,-1,6556232.234301456
RO,0,-1,1653185.6244468838
RO,1,0,4076.553477202036
RO,1,0,280086.7741075831
RO,1,0,47499.59892072458
RO,1,0,625.2551224695437
RO,1,1,334.79668513229115
RO,1,1,61693.69167515744
RO,1,1,14227.223265677008
RO,1,1,239.0435557279155
RO,1,2,468.77229681808905
RO,1,2,804499.9039407896
RO,1,2,14942.5328432247
RO,1,2,176.82250898888054
RO,2,0,0.119639400646822
RO,2,0,126.08554376966472
RO,2,0,31.153412598253567
RO,2,0,51.649307650798335
RO,2,1,0.0013001301739041
RO,2,1,35.374398595068534
RO,2,1,12.369424724885432
RO,2,1,10.675151311654885
RO,2,2,0.0086698198796489
RO,2,2,1105.4016603099776
RO,2,2,63.768900205920005
RO,2,2,30.26855434931906
RO,3,0,281.6814234706415
RO,3,0,20143.527134122724
RO,3,0,5.279095268323864
RO,3,0,0.1134953471905592
RO,3,1,76.0175437594558
RO,3,1,3890.3312940742753
RO,3,1,5.855176727355906
RO,3,1,0.6913660429782522
RO,3,2,105.51958719005188
RO,3,2,10760.9067173134
RO,3,2,2.6354401581283606
RO,3,2,0.0460666886876138
RO,4,0,13.723238576554303
RO,4,0,5120.874046177295
RO,4,0,0.5013653168962439
RO,4,1,0.8413225266155434
RO,4,1,993.48943940977
RO,4,1,0.5193258112857552
RO,4,2,1.5037268610135244e-06
RO,4,2,47.487956258251096
RO,4,2,0.0312394941236028
RO,5,0,0.9408145618808628
RO,5,0,30.55046146726859
RO,5,1,0.1769245985530247
RO,5,2,0.3389783018315002
RO,6,0,1171.1357278491969
RO,6,0,246809.6781225595
RO,6,0,52767.889623676674
RO,6,0,56682.71646117406
RO,6,1,93.2518680272588
RO,6,1,20619.325742889505
RO,6,1,9793.05554081448
RO,6,1,3365.213802447396
RO,6,2,171.19548086499688
RO,6,2,240089.31022276345
RO,6,2,29352.96278259232
RO,6,2,3109.4715198892736
RS,0,-1,84.01075741059154
RS,0,-1,4840996.229633674
RS,0,-1,3517158.5927638067
RS,0,-1,230175.28649467
RS,1,0,0.0036927938136483
RS,1,0,25378.830737713502
RS,1,0,5036.991856610174
RS,1,0,213.5825681300248
RS,1,1,0.0039277430976886
RS,1,1,24140.876605301422
RS,1,1,3898.8131957598807
RS,1,1,161.93154132228565
RS,1,2,0.004188040806472
RS,1,2,184419.3782675002
RS,1,2,3831.9379852456977
RS,1,2,77.15228374386743
RS,2,0,8.953877980356035
RS,2,0,0.11958587303296
RS,2,1,2.741167076239402
RS,2,2,1.4916147055593532
RS,2,2,0.0072659610271544
RS,4,0,10.41449995115592
RS,4,1,8.35160219668678
RS,4,1,0.0120279586887554
RS,4,2,0.0299098501587995
RS,6,0,0.0228783211780297
RS,6,0,3397.138091091545
RS,6,0,362.3523717153311
RS,6,0,157.8343344124674
RS,6,1,5.178916122850998
RS,6,1,1.3200134505755572
RS,6,2,10.977079995368578
RS,6,2,1.8745407810624584
RS,6,2,0.0008035266019097
SE,0,-1,1043305.0604492592
SE,0,-1,15853006.149008786
SE,0,-1,5298935.018964702
SE,0,-1,20311383.287190694
SE,1,0,0.0172263271768697
SE,1,0,274881.52132894285
SE,1,0,4735.533964322338
SE,1,0,14950.250425123671
SE,1,1,0.0046790151578598
SE,1,1,18774.707997320784
SE,1,1,735.8858956496767
SE,1,1,115.75531995322636
SE,1,2,0.0381856701449094
SE,1,2,42880.57081209202
SE,1,2,1511.4738725941586
SE,1,2,94.3544534237408
SE,2,0,0.0150734261267729
SE,2,0,609802.6228508207
SE,2,0,140449.48788797203
SE,2,0,58378.092777221056
SE,2,1,0.0014706203052365
SE,2,1,10107.636040549676
SE,2,1,808.5907142466808
SE,2,1,1116.2739863897727
SE,2,2,0.0233921260479361
SE,2,2,166370.9995062488
SE,2,2,630.3107497884977
SE,2,2,395.4554828969622
SE,3,0,4.729169975141032
SE,3,0,18096.46229068276
SE,3,0,590.2417771329444
SE,3,0,1082.675428881911
SE,3,1,4166.1473881305465
SE,3,1,102.49881599415389
SE,3,1,67.49701174661662
SE,3,2,0.0025165834038796
SE,3,2,13205.393702430958
SE,3,2,174.1573685602617
SE,3,2,63.95905615594391
SE,4,0,0.4612453336730978
SE,4,0,1957.5680151740105
SE,4,0,3.633741164093767
SE,4,0,12.390026234425388
SE,4,1,1217.4330840996854
SE,4,1,0.6303719585406703
SE,4,1,0.6414042416591282
SE,4,2,212.20770923186168
SE,4,2,1.0221307391371788
SE,4,2,0.7772805864956801
SE,5,0,69.05929668875694
SE,5,0,9878.118727267143
SE,5,0,18.547487640971315
SE,5,0,127.49338208449824
SE,5,1,0.0028310438392255
SE,5,1,2847.916057747859
SE,5,1,1.7916394098670665
SE,5,1,2.932814423806174
SE,5,2,712.4491407848542
SE,5,2,2.128321731457486
SE,5,2,3.4815941552474774
SE,6,0,0.0351207484500617
SE,6,0,2430785.9568374497
SE,6,0,354448.11809277657
SE,6,0,55375.59503776771
SE,6,1,446.1476583047725
SE,6,1,248.33101094920883
SE,6,1,33.181012534194146
SE,6,2,873.6745418464079
SE,6,2,169.51544034519958
SE,6,2,46.05035946089083
SI,0,-1,5178.797191958448
SI,0,-1,716819.041294826
SI,0,-1,899458.7926607472
SI,0,-1,366163.0345415309
SI,1,0,1512.2592194050492
SI,1,0,68.35652886506121
SI,1,0,5.874688523532351
SI,1,1,391.73918797337785
SI,1,1,17.325536670884564
SI,1,1,8.627515337775309
SI,1,2,1192.0969994265322
SI,1,2,39.7457885360492
SI,1,2,3.8069868595500993
SI,2,0,48.96990299048596
SI,2,0,29.63197545316281
SI,2,0,5.783358637379773
SI,2,1,4.582942796733137
SI,2,1,3.156373662548654
SI,2,1,0.2017797264846766
SI,2,2,14.534630980422612
SI,2,2,1.3082559750990763
SI,2,2,0.1138331862363076
SI,3,0,78.62132159638888
SI,3,0,0.0751331573371609
SI,3,0,1.3546639953057755
SI,3,1,95.63823635514184
SI,3,1,0.0298405141419193
SI,3,1,0.0716555025852163
SI,3,2,375.18996021265366
SI,3,2,2.085240744742963
SI,3,2,0.3656304578961088
